obj,sub,JointAngles,ObjTransformation,HandTransformation,grasp,ContactLinkNames,type
9,12,"[ 0.60844252 -1.87099501  1.09637823  1.24303577 -0.24804627 -1.0061807
  0.72496775  0.          0.          0.65145973  1.79205772  0.83775804
  0.65145973  2.02353542  0.76325362  1.70882392  0.72535406]","[[ 0.95815787 -0.16307615  0.23524386 -0.91889936]
 [ 0.25943317  0.14750164 -0.95443056 -0.16945621]
 [ 0.12094601  0.97552521  0.18363722  0.02941818]
 [ 0.          0.          0.          1.        ]]","[[ 0.25589183 -0.34608234 -0.90263303 -0.78916673]
 [-0.96624209 -0.06266059 -0.24989971 -0.18600251]
 [ 0.02992636  0.93610932 -0.35043366  0.09843984]
 [ 0.          0.          0.          1.        ]]",9,"['palm contact', 'finger_1_med', 'finger_1_dist', 'finger_2_dist']",extreme1
9,10,"[  1.14427662e-01  -1.50889409e+00   2.10363040e-01  -4.28662409e-02
  -3.48703880e-02  -1.25715261e+00  -1.33722438e+00   2.22044605e-16
   2.22044605e-16   5.61875249e-02   3.39930143e-02   1.82359636e-02
   5.61875249e-02   1.40377650e+00   4.75910381e-01   2.21767603e+00
   8.37758041e-01]","[[ 0.94406328  0.32440769 -0.05919602 -0.91468   ]
 [-0.08589568  0.06859787 -0.99393977 -0.10350798]
 [-0.31838098  0.94342672  0.09262595  0.07398058]
 [ 0.          0.          0.          1.        ]]","[[ 0.09732982  0.94759258 -0.30429461 -0.85936085]
 [ 0.96483588 -0.16484686 -0.204737   -0.11164546]
 [-0.24416927 -0.27366734 -0.93031584  0.17011991]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_3_med', 'finger_3_dist']",extreme2
9,12,"[  6.08442523e-01  -1.87104931e+00   1.09665190e+00   1.24635939e+00
   3.40006051e-03  -7.33385145e-01  -2.21600118e+00   2.22044605e-16
   2.22044605e-16   6.58559866e-01   1.49799360e+00   5.11251253e-01
   6.58559866e-01   1.56205264e+00   5.31049832e-01   1.32474581e+00
   6.36426131e-01]","[[ 0.84669463  0.40643782 -0.34338972 -0.97632962]
 [ 0.50834467 -0.80851514  0.29646074 -0.20499998]
 [-0.15714293 -0.42557205 -0.89117593  0.12416895]
 [ 0.          0.          0.          1.        ]]","[[-0.13073204  0.09567342 -0.98679062 -0.79379988]
 [ 0.92152626 -0.3553655  -0.15653983 -0.17956305]
 [-0.36564804 -0.92981824 -0.04170791  0.11731847]
 [ 0.          0.          0.          1.        ]]",10,"['finger_2_dist', 'finger_3_dist']",optimal0
9,10,"[  1.14391139e-01  -1.50924704e+00   2.10317428e-01  -9.80043281e-02
  -5.89870963e-02  -1.25928753e+00  -1.33373105e+00   2.22044605e-16
   2.22044605e-16   5.62751809e-02   3.39316550e-02   1.81991481e-02
   5.62751809e-02   1.40316291e+00   4.76098549e-01   2.18257854e+00
   8.37758041e-01]","[[ 0.97481305  0.22092561 -0.03051866 -0.90809482]
 [-0.09703447  0.29692826 -0.9499568  -0.00421812]
 [-0.20080794  0.92899165  0.31088695  0.02353029]
 [ 0.          0.          0.          1.        ]]","[[ 0.10105738  0.96235742 -0.25230062 -0.8532373 ]
 [ 0.9725432  -0.14899591 -0.17877345 -0.11314114]
 [-0.20963572 -0.22730688 -0.9509913   0.15242271]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_prox', 'finger_2_prox']",extreme1
9,12,"[  6.08588616e-01  -1.86852435e+00   1.09359589e+00   1.29101528e+00
  -7.26505953e-01  -9.41737690e-01  -1.92163715e+00   2.22044605e-16
   2.22044605e-16   3.79550675e-01   1.28179435e+00   4.36984084e-01
   3.79550675e-01   1.28624289e+00   8.37758041e-01   1.52723127e+00
   5.10124288e-01]","[[-0.91970138 -0.28029091  0.27492975 -0.91951925]
 [ 0.16426712  0.36130762  0.91786334 -0.19401512]
 [-0.35660297  0.8893221  -0.28625254  0.0291775 ]
 [ 0.          0.          0.          1.        ]]","[[ 0.19882123  0.47760877 -0.85578034 -0.78009232]
 [ 0.97717582 -0.16327221  0.13590294 -0.15221206]
 [-0.07481671 -0.86326824 -0.49916972  0.09862529]
 [ 0.          0.          0.          1.        ]]",9,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
9,10,"[ 0.11435462 -1.50805244  0.21104722  0.2521694   0.71749184 -0.97842671
 -2.48457625  0.          0.          1.52048176  0.94057566  0.57876072
  1.52048176  1.06927665  0.39825618  0.01641359  0.04996891]","[[-0.6776664  -0.36079099 -0.6407793  -0.89347088]
 [-0.59970353 -0.23315348  0.76550319 -0.27094698]
 [-0.42558658  0.9030334  -0.05836735  0.25603637]
 [ 0.          0.          0.          1.        ]]","[[-0.73763513  0.2151983  -0.63998759 -0.88008817]
 [ 0.67487965  0.20581311 -0.70864548 -0.12310811]
 [-0.02078146 -0.9546364  -0.29704794  0.29601919]
 [ 0.          0.          0.          1.        ]]",5,"['finger_1_dist', 'finger_2_med', 'finger_2_dist']",optimal0
9,10,"[  1.82653284e-01  -1.31718722e+00   2.09405186e-01  -3.59718495e-01
  -9.22760608e-02  -1.45261655e+00   2.63674139e+00   2.22044605e-16
   2.22044605e-16   1.65231645e+00   2.14613116e+00   8.37758041e-01
   1.65231645e+00   3.07563148e-01   1.45824304e-01   1.76100994e-02
   4.91814694e-02]","[[ 0.74200249 -0.02012866  0.67009487 -0.92428505]
 [ 0.6533186   0.24588983 -0.7160398  -0.11096713]
 [-0.15035659  0.96908876  0.1956013   0.09752502]
 [ 0.          0.          0.          1.        ]]","[[-0.73263666 -0.68056731  0.00846571 -0.79617148]
 [-0.67701517  0.72742154 -0.11184081 -0.1755818 ]
 [ 0.06995706 -0.08767009 -0.99369007  0.23358599]
 [ 0.          0.          0.          1.        ]]",6,"['palm contact', 'finger_1_dist', 'finger_3_med', 'finger_3_dist']",extreme0
9,12,"[ 0.60858862 -1.8684972   1.09355028  1.29118572 -0.72658502 -0.94150048
 -1.92256186  0.          0.          0.37955067  1.28179435  0.43698408
  0.37955067  1.28624289  0.83775804  1.52723127  0.51012429]","[[-0.90061005 -0.28017683  0.33226868 -0.92431515]
 [ 0.22299571  0.35832392  0.90657426 -0.20509717]
 [-0.37306092  0.89056438 -0.26023189  0.03183803]
 [ 0.          0.          0.          1.        ]]","[[ 0.19859685  0.47749045 -0.85589845 -0.78007637]
 [ 0.97728946 -0.16234821  0.13619243 -0.15216357]
 [-0.07392299 -0.86350792 -0.49888822  0.09869656]
 [ 0.          0.          0.          1.        ]]",9,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
11,7,"[  4.06943189e-01  -1.18776268e+00   2.37128225e+00   1.09867113e+00
  -2.00050072e+00  -1.01116218e+00   2.66509897e+00   2.22044605e-16
   2.22044605e-16   7.54718548e-02   1.48937263e+00   4.96212105e-01
   7.54718548e-02   1.50382273e+00   5.01986009e-01   1.44206466e+00
   5.00077737e-01]","[[ 0.96851017 -0.01483243 -0.2485318  -0.89767957]
 [-0.05649895 -0.98527526 -0.16137081 -0.06362496]
 [-0.24247871  0.17033106 -0.95508712  0.21264254]
 [ 0.          0.          0.          1.        ]]","[[-0.97225839  0.01027765 -0.23368352 -0.78511415]
 [ 0.06377101  0.97283614 -0.22253785 -0.12449138]
 [ 0.22504861 -0.23126653 -0.94650352  0.20654162]
 [ 0.          0.          0.          1.        ]]",1,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme1
11,8,"[  7.33936760e-01  -1.92347616e+00   1.39299376e+00   1.11153952e+00
  -2.32524603e+00  -2.89479570e-01   2.88764434e+00   2.22044605e-16
   2.22044605e-16   1.61418607e+00   1.60574041e+00   8.37758041e-01
   1.61418607e+00   1.85946083e+00   8.37758041e-01   8.93421090e-01
   3.19380936e-01]","[[ 0.88702252 -0.06314461 -0.45738802 -0.8774485 ]
 [-0.07685076 -0.99697742 -0.01140082 -0.06076304]
 [-0.45528563  0.0452634  -0.88919414  0.09037359]
 [ 0.          0.          0.          1.        ]]","[[-0.58294564 -0.01100843 -0.81243658 -0.75991562]
 [-0.79843265  0.19309281  0.57028105 -0.21763025]
 [ 0.15059777  0.98111874 -0.12135211 -0.0223336 ]
 [ 0.          0.          0.          1.        ]]",5,"['finger_1_dist', 'finger_2_dist']",optimal0
11,7,"[ 0.98645922 -1.90509554  1.51382024  1.43546513  0.15758885 -0.29185171
  0.2379571   0.          0.          1.53406844  1.8157117   0.62257326
  1.53406844  1.67424799  0.61859105  0.83669448  0.30862875]","[[ 0.99440377 -0.09007662  0.05520278 -0.90114099]
 [-0.08863284 -0.99566871 -0.02807189 -0.21869099]
 [ 0.0574923   0.02302201 -0.99808047  0.12940809]
 [ 0.          0.          0.          1.        ]]","[[-0.15241273 -0.03338918 -0.98775276 -0.67361709]
 [-0.98639723  0.0674014   0.14992518 -0.31145828]
 [ 0.06157004  0.99716709 -0.04320782 -0.00687724]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_dist', 'finger_2_dist']",extreme0
11,7,"[  4.04788311e-01  -1.19495746e+00   2.38008538e+00   1.16079735e+00
  -2.03260362e+00  -8.39103305e-01  -9.97036140e-01   2.22044605e-16
   2.22044605e-16   6.81964030e-02   1.48949535e+00   4.96220286e-01
   6.81964030e-02   1.50391476e+00   5.01844883e-01   1.44240213e+00
   4.99822073e-01]","[[-0.87138964 -0.40822201 -0.27209354 -0.73454612]
 [-0.42587595  0.9047584   0.00647424 -0.16919018]
 [ 0.24353598  0.12151968 -0.96224903  0.15807189]
 [ 0.          0.          0.          1.        ]]","[[ 0.85460676  0.41107662 -0.3172748  -0.78275297]
 [ 0.40046323 -0.91070003 -0.10126524 -0.10643509]
 [-0.33056994 -0.04051494 -0.94291148  0.18688274]
 [ 0.          0.          0.          1.        ]]",1,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
11,7,"[  6.47595556e-01  -1.15575271e+00   2.47130960e+00   1.56133678e+00
  -1.81515788e+00  -7.98618864e-02  -2.00208638e+00   2.22044605e-16
   2.22044605e-16   1.57658163e+00   1.69682819e+00   7.53319557e-01
   1.57658163e+00   1.73474819e+00   5.86676066e-01   3.68554224e-01
   1.50512150e-01]","[[ 0.86973721 -0.35748516 -0.34023748 -0.77944082]
 [-0.33653573 -0.93387234  0.12093864 -0.10079736]
 [-0.36097214  0.00931723 -0.93253005  0.15069678]
 [ 0.          0.          0.          1.        ]]","[[ 0.37356352  0.71035863 -0.59652403 -0.68806708]
 [ 0.92753999 -0.2784644   0.24925319 -0.21005608]
 [ 0.01094844 -0.64641179 -0.76291017  0.13420141]
 [ 0.          0.          0.          1.        ]]",4,"['finger_1_dist', 'finger_2_dist']",extreme0
11,8,"[  5.87222455e-01  -1.67111596e+00   1.44293902e+00   1.07881460e+00
  -1.34128434e+00  -1.47586347e+00   4.58139339e-01   2.22044605e-16
   2.22044605e-16   1.63618774e+00   1.84019403e+00   8.37758041e-01
   1.63618774e+00   1.59000177e+00   8.37758041e-01   8.95476625e-01
   3.20090658e-01]","[[ 0.76865984  0.6074157  -0.20051987 -0.87567919]
 [ 0.6374787  -0.75328211  0.16182389 -0.18443553]
 [-0.05275366 -0.25221467 -0.96623228  0.07057928]
 [ 0.          0.          0.          1.        ]]","[[ 0.58047181 -0.79467081 -0.17762536 -0.77787046]
 [-0.80726002 -0.5901913   0.00234262 -0.16714753]
 [-0.10669456  0.14203002 -0.98409539  0.09026469]
 [ 0.          0.          0.          1.        ]]",6,"['finger_1_dist', 'finger_2_dist']",optimal0
11,8,"[  7.36895152e-01  -1.91389217e+00   1.37698391e+00   1.05955462e+00
  -2.27503584e+00  -3.04107738e-01   2.65174214e+00   2.22044605e-16
   2.22044605e-16   1.61295888e+00   1.60574041e+00   8.37758041e-01
   1.61295888e+00   1.85801889e+00   8.37758041e-01   8.94034683e-01
   3.19438205e-01]","[[ 0.96029163 -0.07093729 -0.26982936 -0.91611397]
 [-0.07685077 -0.99697742 -0.01140082 -0.08679583]
 [-0.26820504  0.03168471 -0.96284066  0.06968716]
 [ 0.          0.          0.          1.        ]]","[[-0.52881407 -0.13997715 -0.83711533 -0.76486944]
 [-0.8479911   0.04577682  0.5280299  -0.23965173]
 [-0.03559164  0.98909599 -0.14290681 -0.01855194]
 [ 0.          0.          0.          1.        ]]",5,"['finger_1_dist', 'finger_2_dist']",extreme0
11,8,"[  6.89926121e-01  -1.90889655e+00   1.47258689e+00   9.50556762e-01
  -1.13459228e+00  -2.64018652e-01   1.45938802e+00   2.22044605e-16
   2.22044605e-16   1.64021991e+00   1.76340295e+00   6.69940543e-01
   1.64021991e+00   2.08409698e+00   7.04311939e-01   3.99939471e-01
   1.59493096e-01]","[[ 0.61104778  0.75059419  0.25145372 -1.05774164]
 [ 0.78564902 -0.61390506 -0.07665634 -0.2520898 ]
 [ 0.09683091  0.24439505 -0.96482891  0.0086563 ]
 [ 0.          0.          0.          1.        ]]","[[ -2.32259205e-01  -3.61032552e-01  -9.03167292e-01  -7.81068199e-01]
 [ -9.72653925e-01   8.62663866e-02   2.15644273e-01  -2.47590457e-01]
 [  5.83767717e-05   9.28554579e-01  -3.71195891e-01  -6.43632450e-02]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]",2,"['finger_1_dist', 'finger_2_med', 'finger_2_dist']",extreme0
11,8,"[  8.36823043e-01  -1.92627262e+00   1.50643107e+00   1.42489771e+00
  -1.40280171e+00   6.17545874e-02  -9.64774253e-02   2.22044605e-16
   2.22044605e-16   1.84954255e-02   1.32235280e+00   7.90826410e-01
   1.84954255e-02   1.25574735e+00   8.37758041e-01   1.42193883e+00
   8.37758041e-01]","[[ 0.8174944  -0.57009241  0.08183862 -0.86806726]
 [-0.56821571 -0.77516215  0.27614226 -0.04449291]
 [-0.09398841 -0.27224674 -0.95762618  0.15166947]
 [ 0.          0.          0.          1.        ]]","[[ 0.0961319  -0.52828243 -0.84360911 -0.70478964]
 [ 0.27730342 -0.79976553  0.53242643 -0.19372463]
 [-0.95596102 -0.28511885  0.06961154 -0.01170167]
 [ 0.          0.          0.          1.        ]]",1,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
11,8,"[  6.91861859e-01  -1.88923988e+00   1.43938128e+00   1.10804546e+00
  -1.04563721e+00  -2.04003631e-01   1.43144142e+00   2.22044605e-16
   2.22044605e-16   1.64696943e+00   9.64352362e-01   3.39179515e-01
   1.64696943e+00   1.28047512e+00   5.95235678e-01   5.76040465e-01
   8.37758041e-01]","[[ 0.31474573  0.90852047  0.27481938 -1.0525254 ]
 [ 0.94889082 -0.29407667 -0.11456491 -0.15698433]
 [-0.0232666   0.2968324  -0.95464611  0.07133996]
 [ 0.          0.          0.          1.        ]]","[[-0.3641146  -0.19492865 -0.91072684 -0.77908569]
 [-0.9301728   0.12534708  0.34506039 -0.20180312]
 [ 0.0468948   0.97277486 -0.22695803 -0.01784506]
 [ 0.          0.          0.          1.        ]]",3,"['finger_1_dist', 'finger_2_dist']",optimal0
11,7,"[  9.86422693e-01  -1.90550279e+00   1.51423075e+00   1.43802177e+00
   1.57826065e-01  -2.85288798e-01   2.37546121e-01   2.22044605e-16
   2.22044605e-16   1.52477690e+00   1.80466704e+00   6.68829941e-01
   1.52477690e+00   1.70529576e+00   7.21486388e-01   8.37584190e-01
   3.09309841e-01]","[[  9.97161630e-01   1.74269179e-04   7.52904646e-02  -9.50143456e-01]
 [  1.78549116e-03  -9.99770825e-01  -2.13332995e-02  -2.26117313e-01]
 [  7.52694922e-02   2.14071782e-02  -9.96933416e-01   1.30544245e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]","[[-0.16121842 -0.03142422 -0.98641834 -0.67328199]
 [-0.98505077  0.06658958  0.15887357 -0.31008961]
 [ 0.06069271  0.99728549 -0.04168992 -0.00690696]
 [ 0.          0.          0.          1.        ]]",3,"['finger_1_dist', 'finger_2_dist']",optimal0
11,8,"[  5.82255279e-01  -1.55032515e+00   1.73672661e+00   1.24601851e+00
  -1.09070778e+00  -1.20789126e+00   2.85630716e+00   2.22044605e-16
   2.22044605e-16   1.10148586e+00   1.67286741e+00   8.37758041e-01
   1.10148586e+00   1.77475441e+00   8.37758041e-01   1.39184213e+00
   8.37758041e-01]","[[ 0.82976305  0.52621632 -0.18598299 -0.91021746]
 [ 0.23243972 -0.62878062 -0.74202878 -0.04394497]
 [-0.50741015  0.57247823 -0.6440525   0.06166279]
 [ 0.          0.          0.          1.        ]]","[[-0.79148668  0.37416684 -0.48326805 -0.77553324]
 [ 0.53349794  0.80875479 -0.24757955 -0.13445892]
 [ 0.29820929 -0.45377843 -0.83973588  0.09769622]
 [ 0.          0.          0.          1.        ]]",4,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
11,8,"[  5.87368548e-01  -1.66742354e+00   1.43837781e+00   1.07779195e+00
  -1.44439315e+00  -1.50575238e+00   3.02172639e-01   2.22044605e-16
   2.22044605e-16   1.63662602e+00   1.84019403e+00   8.37758041e-01
   1.63662602e+00   1.59006313e+00   8.37758041e-01   8.94924392e-01
   3.20446541e-01]","[[ 0.72588074  0.6877997   0.00536039 -0.88323236]
 [ 0.57685635 -0.61300238  0.53987484 -0.21975571]
 [ 0.37461168 -0.38879257 -0.84172824  0.04276826]
 [ 0.          0.          0.          1.        ]]","[[ 0.70274413 -0.70294134 -0.10965475 -0.77398856]
 [-0.69849531 -0.71098154  0.08129914 -0.16309514]
 [-0.13511103  0.01946084 -0.99063933  0.09382165]
 [ 0.          0.          0.          1.        ]]",6,"['finger_1_dist', 'finger_2_dist']",extreme1
11,7,"[  7.83498949e-01  -1.81647760e+00   1.34989032e+00   1.60514045e+00
  -3.81202133e-01  -6.65225792e-01  -7.83121337e-01   2.22044605e-16
   2.22044605e-16   1.43755914e-02   1.72655674e+00   5.75657993e-01
   1.43755914e-02   1.57641070e+00   8.37758041e-01   1.23973259e+00
   5.60040023e-01]","[[ 0.86706342 -0.07898982  0.49189596 -0.99181229]
 [-0.19172444 -0.96421482  0.18311615 -0.08931293]
 [ 0.45982906 -0.25308179 -0.85117968  0.18308434]
 [ 0.          0.          0.          1.        ]]","[[ 0.13729653 -0.25458847 -0.95725356 -0.71079783]
 [-0.18657038 -0.95575461  0.22743048 -0.16020956]
 [-0.97280068  0.14736975 -0.17872046  0.1066895 ]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
11,8,"[  7.65054656e-01  -1.88790952e+00   1.44024791e+00   1.23630329e+00
  -1.20101207e+00  -1.16313698e-01   1.37595919e+00   2.22044605e-16
   2.22044605e-16   1.63995695e+00   1.74573150e+00   8.37758041e-01
   1.63995695e+00   1.76628684e+00   8.37758041e-01   4.00491704e-01
   1.59529911e-01]","[[ 0.94219454  0.33494425 -0.00904435 -0.9450506 ]
 [ 0.33456326 -0.94191572 -0.02936326 -0.10849345]
 [-0.01835407  0.02464    -0.99952789  0.13744551]
 [ 0.          0.          0.          1.        ]]","[[-0.4088957  -0.16184478 -0.89811501 -0.75200473]
 [-0.89752611 -0.10670465  0.42785629 -0.21356035]
 [-0.16507935  0.98103027 -0.10162884  0.00322166]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_dist']",optimal0
11,7,"[  6.47559033e-01  -1.15197885e+00   2.46597298e+00   1.55059891e+00
  -1.84528400e+00  -6.23871568e-02  -2.05664390e+00   2.22044605e-16
   2.22044605e-16   1.57640631e+00   1.69734974e+00   7.63580866e-01
   1.57640631e+00   1.76852645e+00   5.97600054e-01   3.68523544e-01
   1.50510104e-01]","[[ 0.91012876 -0.33626028 -0.24206334 -0.80565757]
 [-0.30555248 -0.93931005  0.15599457 -0.10197747]
 [-0.27982731 -0.06801209 -0.95763826  0.15371227]
 [ 0.          0.          0.          1.        ]]","[[ 0.31565602  0.72215227 -0.61551391 -0.69173177]
 [ 0.9464647  -0.19343052  0.25843606 -0.20999852]
 [ 0.06757102 -0.66413909 -0.74454914  0.14051113]
 [ 0.          0.          0.          1.        ]]",4,"['finger_1_dist', 'finger_2_dist']",optimal0
11,7,"[  4.92225216e-01  -1.09056531e+00   2.40102134e+00   1.35578335e+00
  -1.52385968e+00  -4.40900870e-01  -1.03679840e+00   2.22044605e-16
   2.22044605e-16   7.41570141e-02   1.48971010e+00   4.96365503e-01
   7.41570141e-02   1.50370001e+00   5.02337802e-01   1.44313845e+00
   4.99920248e-01]","[[ 0.80048804  0.11331316 -0.58853974 -0.84535158]
 [ 0.04411083 -0.99044071 -0.13069598 -0.0635093 ]
 [-0.59772329  0.07865959 -0.79783428  0.26879364]
 [ 0.          0.          0.          1.        ]]","[[ 0.73403074 -0.00471277 -0.67909989 -0.75847154]
 [-0.05082678 -0.99755259 -0.0480153  -0.13626885]
 [-0.67721157  0.06976116 -0.7324738   0.23099484]
 [ 0.          0.          0.          1.        ]]",1,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
11,7,"[  6.47595556e-01  -1.15577986e+00   2.47135521e+00   1.56099589e+00
  -1.81499974e+00  -7.97037440e-02  -2.00013423e+00   2.22044605e-16
   2.22044605e-16   1.57815943e+00   1.69636799e+00   7.54352438e-01
   1.57815943e+00   1.75422975e+00   5.94045309e-01   3.68492865e-01
   1.50589871e-01]","[[ 0.85853198 -0.35772727 -0.3673609  -0.78167498]
 [-0.35552749 -0.93155081  0.07624493 -0.09138924]
 [-0.36949024  0.06514819 -0.92694804  0.13175222]
 [ 0.          0.          0.          1.        ]]","[[ 0.37489923  0.70939869 -0.59682834 -0.68814521]
 [ 0.92701748 -0.28030413  0.24913488 -0.21013663]
 [ 0.00944251 -0.64667078 -0.76271078  0.13423951]
 [ 0.          0.          0.          1.        ]]",4,"['finger_1_dist', 'finger_2_dist']",extreme1
