obj,sub,JointAngles,ObjTransformation,HandTransformation,grasp,ContactLinkNames,type
5,4,"[ 0.54748505 -1.66538728  1.60162354  1.01370564 -1.48898929 -1.39710858
 -0.39525948  0.          0.          0.01148294  0.71551     0.58340766
  0.01148294  0.69863621  0.50228667  0.56527192  0.40377851]","[[ 0.00381477 -0.99999106 -0.00182608 -0.74718457]
 [ 0.03743761  0.00196763 -0.99929703 -0.05618969]
 [ 0.99929169  0.00374372  0.03744478 -0.13144958]
 [ 0.          0.          0.          1.        ]]","[[ 0.9924381  -0.07799702 -0.0947791  -0.78332683]
 [-0.07559506 -0.99672607  0.02867979 -0.14945373]
 [-0.09670574 -0.02129808 -0.99508512  0.04729434]
 [ 0.          0.          0.          1.        ]]",2,"['finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme0
5,4,"[  3.23962133e-01  -1.53441519e+00   1.78589646e+00   2.89496263e-01
   1.18345827e+00   6.12801603e-02  -1.75077245e-01   2.22044605e-16
   2.22044605e-16   1.63916804e-02   1.61067983e-01   8.37758041e-01
   1.63916804e-02   6.90260675e-01   4.42741626e-01   4.19635784e-01
   8.37758041e-01]","[[ 0.99746375 -0.0608833   0.03686867 -1.03789294]
 [ 0.02197327 -0.22928719 -0.97311077 -0.05073617]
 [ 0.0676997   0.97145284 -0.22736785 -0.00252426]
 [ 0.          0.          0.          1.        ]]","[[-0.07069882 -0.05823859 -0.99579614 -0.89320213]
 [-0.34187906  0.93924371 -0.03065866 -0.19151912]
 [ 0.93708078  0.33827432 -0.08631398  0.19308453]
 [ 0.          0.          0.          1.        ]]",4,"['finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme2
5,5,"[  9.53916910e-01  -1.88522166e+00   1.64381474e+00   1.60991284e+00
   1.22101708e+00  -1.29834869e-01   8.50830201e-01   2.22044605e-16
   2.22044605e-16   2.76993102e-02   1.41034194e+00   5.71201267e-01
   2.76993102e-02   1.39444990e+00   7.40327763e-01   1.35379940e+00
   8.37758041e-01]","[[ 0.67439251 -0.28786928 -0.6799456  -0.72153091]
 [ 0.68083206 -0.11396115  0.72351957 -0.16322134]
 [-0.28576644 -0.95086494  0.11913609  0.13421166]
 [ 0.          0.          0.          1.        ]]","[[ 0.13918591  0.54545185 -0.82650442 -0.64782981]
 [ 0.12662928  0.81797301  0.56114631 -0.21243584]
 [ 0.9821366  -0.18276332  0.04478014 -0.01573109]
 [ 0.          0.          0.          1.        ]]",4,"['finger_1_med', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
5,5,"[  5.53365308e-01  -1.05155062e+00   2.44759130e+00   1.24687072e+00
   8.86704152e-01   7.29036230e-01   1.30095544e+00   2.22044605e-16
   2.22044605e-16   1.33929671e+00   1.46970699e+00   8.37758041e-01
   1.33929671e+00   1.69793265e+00   8.37758041e-01   7.95184961e-01
   8.37758041e-01]","[[ 0.08069148  0.05143161  0.99541131 -0.95042402]
 [ 0.99638625 -0.03073366 -0.07918255 -0.22824155]
 [ 0.02652014  0.9982035  -0.05372569 -0.12931545]
 [ 0.          0.          0.          1.        ]]","[[ 0.04918389  0.92890338 -0.36704148 -0.73846609]
 [ 0.99518811 -0.07675755 -0.06090082 -0.20935427]
 [-0.08474418 -0.36227998 -0.92820883  0.26151052]
 [ 0.          0.          0.          1.        ]]",5,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme1
5,6,"[ 0.8893071  -1.97940537  1.59076786  1.35816955  0.42904019  0.22250629
 -1.57888029  0.          0.          0.01761887  1.35880018  0.45290067
  0.01761887  1.30968212  0.43722339  1.36677688  0.45621407]","[[ 0.64754665  0.08616973  0.75713811 -0.91483158]
 [ 0.76185871 -0.05240186 -0.64562013 -0.05606076]
 [-0.01595747  0.99490141 -0.09958181 -0.13960944]
 [ 0.          0.          0.          1.        ]]","[[  7.96472261e-02  -6.57330145e-01  -7.49382012e-01  -6.78561096e-01]
 [ -7.04275889e-02  -7.53602386e-01   6.53546784e-01  -2.20161050e-01]
 [ -9.94332074e-01   7.23979810e-04  -1.06316517e-01  -8.75688686e-02]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]",1,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
5,5,"[  7.96720403e-01  -1.97715191e+00   1.62575235e+00   1.36021485e+00
   1.22204500e+00  -9.90761818e-02   9.50287228e-01   2.22044605e-16
   2.22044605e-16   2.05115145e-02   1.50774972e+00   6.38874364e-01
   2.05115145e-02   1.40236524e+00   4.77517993e-01   1.19070657e+00
   8.11584238e-01]","[[ 0.55975461  0.06909539  0.82577273 -0.95278907]
 [ 0.82864886 -0.04188711 -0.55819937 -0.02949747]
 [-0.00397977  0.9967303  -0.08070232 -0.15226594]
 [ 0.          0.          0.          1.        ]]","[[ 0.06118469  0.50801301 -0.85917356 -0.70313157]
 [ 0.21607505  0.83363296  0.50829879 -0.16613087]
 [ 0.9744578  -0.21674607 -0.05876336 -0.09369975]
 [ 0.          0.          0.          1.        ]]",4,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
5,6,"[  5.77726383e-01  -1.72948868e+00   1.95415952e+00   5.63482276e-01
  -2.58879026e-01   1.29850683e+00  -1.19019648e+00   2.22044605e-16
   2.22044605e-16   1.88460497e-02   1.48713301e+00   4.95473749e-01
   1.88460497e-02   1.39941999e+00   4.66964205e-01   1.25387590e+00
   4.38068097e-01]","[[ 0.93697432  0.01913991  0.3488736  -0.89834875]
 [ 0.34867115  0.01316234 -0.9371527  -0.00505516]
 [-0.02252901  0.99973017  0.00565924 -0.13243121]
 [ 0.          0.          0.          1.        ]]","[[-0.0278135  -0.95881519 -0.2826656  -0.77798377]
 [-0.08665757 -0.27939764  0.95625699 -0.25365286]
 [-0.99584983  0.05109197 -0.07531757 -0.01106399]
 [ 0.          0.          0.          1.        ]]",4,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme1
5,5,"[  6.54571516e-01  -9.64453089e-01   2.69882279e+00   8.51870664e-01
   6.17308660e-01   7.92530383e-01   1.56983874e+00   4.44089210e-16
   4.44089210e-16   2.34041640e-02   1.27851163e+00   8.37758041e-01
   2.34041640e-02   1.25826308e+00   6.46720164e-01   1.36588717e+00
   8.37758041e-01]","[[ 0.83238647  0.37284408  0.41002446 -0.92221409]
 [ 0.2676559   0.37738743 -0.88653203 -0.46367007]
 [-0.4852763   0.84768273  0.21433828  0.07712508]
 [ 0.          0.          0.          1.        ]]","[[-0.2626415   0.83748977 -0.47919759 -0.6995511 ]
 [ 0.93361912  0.09515664 -0.34539911 -0.40530301]
 [-0.24366939 -0.53810418 -0.80688854  0.40387159]
 [ 0.          0.          0.          1.        ]]",6,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
5,5,"[  6.31598328e-01  -1.08692720e+00   2.47637254e+00   1.24039391e+00
   1.95068588e-01   6.63960653e-01   2.24518072e+00   2.22044605e-16
   2.22044605e-16   1.33193360e+00   1.47090350e+00   8.37758041e-01
   1.33193360e+00   1.70029498e+00   8.37758041e-01   7.94356611e-01
   8.37758041e-01]","[[ 0.52433985 -0.00916658  0.85145974 -0.90635055]
 [ 0.83411017 -0.19557737 -0.5157613  -0.11060182]
 [ 0.17125402  0.98064543 -0.09490307 -0.11617099]
 [ 0.          0.          0.          1.        ]]","[[ 0.4658162   0.80511749 -0.36715269 -0.72221704]
 [ 0.87375508 -0.35290724  0.33467677 -0.25188229]
 [ 0.13988328 -0.47669939 -0.8678654   0.23606172]
 [ 0.          0.          0.          1.        ]]",5,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
5,6,"[ 0.50029688 -1.21629744  2.1661646   1.13131083  0.91524885  1.31297685
 -2.69766909  0.          0.          0.01612871  1.3587695   0.45293135
  0.01612871  1.30836289  0.43661184  1.37312756  0.45871548]","[[ 0.67986931 -0.03755431  0.73237107 -0.82199526]
 [ 0.72881669 -0.07606817 -0.68047033 -0.06334019]
 [ 0.08126472  0.99639516 -0.0243462  -0.14210546]
 [ 0.          0.          0.          1.        ]]","[[ 0.66138794 -0.74473354  0.08909511 -0.75466525]
 [-0.74842368 -0.66309027  0.01316385 -0.134128  ]
 [ 0.04927454 -0.07538731 -0.99593613  0.21921697]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
5,6,"[  4.12823449e-01  -1.29834505e+00   2.13250286e+00   7.56337750e-01
   9.77161576e-01   1.27605062e+00  -2.51930401e+00   2.22044605e-16
   2.22044605e-16   9.17057543e-01   1.54870700e+00   5.16284755e-01
   9.17057543e-01   1.52410195e+00   5.08475770e-01   1.24991823e+00
   4.17531163e-01]","[[ 0.4018691   0.10581142  0.90956317 -1.01733899]
 [ 0.91307505  0.02881176 -0.40677247 -0.11932172]
 [-0.06924729  0.99396872 -0.08503521 -0.12214583]
 [ 0.          0.          0.          1.        ]]","[[ 0.66044895 -0.73854495 -0.13549373 -0.81580122]
 [-0.74308206 -0.66879238  0.02336246 -0.15079044]
 [-0.1078714   0.08525325 -0.99050272  0.22969245]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
5,4,"[  8.22761553e-01  -1.79891149e+00   1.39007459e+00   1.58767012e+00
  -3.16284699e-01  -3.82388201e-01  -1.42537947e+00   2.22044605e-16
   2.22044605e-16   1.56904321e-02   1.79285539e+00   8.37758041e-01
   1.56904321e-02   1.65295634e+00   8.37758041e-01   5.18730943e-01
   8.37758041e-01]","[[ 0.07423299 -0.12537356  0.98932853 -0.98803538]
 [ 0.83368399 -0.53658798 -0.130554   -0.03907447]
 [ 0.54722981  0.83447877  0.0646894  -0.1292792 ]
 [ 0.          0.          0.          1.        ]]","[[ 0.18059792 -0.34427677 -0.92133484 -0.70500693]
 [ 0.37158442 -0.84343227  0.3880039  -0.17692724]
 [-0.91066427 -0.41242637 -0.02439423  0.11165727]
 [ 0.          0.          0.          1.        ]]",1,"['finger_1_dist', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme1
5,5,"[  5.28821615e-01  -1.08448369e+00   2.68281294e+00   1.14579843e+00
   5.47093457e-01   9.87994327e-01   1.54661841e+00   2.22044605e-16
   2.22044605e-16   2.17386992e-02   1.28032172e+00   8.37758041e-01
   2.17386992e-02   1.25783357e+00   6.48605938e-01   1.27642541e+00
   8.37758041e-01]","[[ 0.99872834  0.02677491 -0.04271771 -0.75442588]
 [-0.04342264  0.0263239  -0.99870993 -0.18653607]
 [-0.02561587  0.99929483  0.02745306 -0.17079353]
 [ 0.          0.          0.          1.        ]]","[[-0.02164592  0.99947761 -0.02399903 -0.72239192]
 [ 0.9981647   0.02024709 -0.05707258 -0.27095099]
 [-0.05655685 -0.02519037 -0.99808154  0.22253919]
 [ 0.          0.          0.          1.        ]]",6,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
5,4,"[  7.88393078e-01  -1.82931960e+00   1.43732873e+00   1.54667874e+00
  -7.00570607e-02  -2.05585054e-01  -1.27444727e+00   2.22044605e-16
   2.22044605e-16   1.81448013e-02   7.85796998e-01   4.54952113e-01
   1.81448013e-02   7.25174078e-01   2.53841095e-01   5.51251336e-01
   5.16759267e-01]","[[ 0.86452613  0.0185903  -0.50224393 -0.83034134]
 [-0.50120197 -0.04227149 -0.86429723  0.03440468]
 [-0.03729814  0.99893319 -0.02722731 -0.05697479]
 [ 0.          0.          0.          1.        ]]","[[-0.01849975 -0.50750321 -0.86145125 -0.71206349]
 [ 0.07406922 -0.85992681  0.50501448 -0.15067202]
 [-0.9970815  -0.05446438  0.0534988   0.07948334]
 [ 0.          0.          0.          1.        ]]",2,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
5,4,"[  7.90547956e-01  -1.80618771e+00   1.40238986e+00   1.56406386e+00
  -2.67339641e-01  -3.51787656e-01  -1.35705414e+00   2.22044605e-16
   2.22044605e-16   1.89337057e-02   1.60340876e+00   7.74416906e-01
   1.89337057e-02   1.61430002e+00   6.78408117e-01   1.45798738e+00
   8.37758041e-01]","[[  3.47970548e-01  -1.67939125e-01   9.22341015e-01  -9.32808280e-01]
 [  8.71315427e-01  -3.05177343e-01  -3.84286632e-01   4.99483198e-04]
 [  3.46014341e-01   9.37370385e-01   4.01352229e-02  -1.37213275e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]","[[ 0.14085676 -0.390603   -0.90971901 -0.71397541]
 [ 0.27761711 -0.86643089  0.4150015  -0.1582553 ]
 [-0.95030948 -0.31100933 -0.01360458  0.10212572]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme2
5,4,"[  3.29367589e-01  -1.51044165e+00   1.67583444e+00   5.18059401e-01
  -1.16645797e+00  -6.36522956e-01   6.04139788e-02   2.22044605e-16
   2.22044605e-16   7.80138801e-03   6.89555044e-01   5.17225597e-01
   7.80138801e-03   6.75994654e-01   4.47877393e-01   6.72957372e-01
   3.10704741e-01]","[[ 0.83917813  0.51826363  0.1648723  -1.06957793]
 [ 0.14851915 -0.51001386  0.84724726 -0.21323456]
 [ 0.5231846  -0.68650468 -0.50496455  0.19390403]
 [ 0.          0.          0.          1.        ]]","[[ 0.49883999 -0.18978398 -0.84565992 -0.8880604 ]
 [-0.55643464 -0.818211   -0.1446072  -0.13254991]
 [-0.66448412  0.54269033 -0.51375876  0.18924924]
 [ 0.          0.          0.          1.        ]]",4,"['finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme0
5,6,"[ 0.50026035 -1.21602594  2.1657997   1.13165172  0.94703546  1.35425201
 -2.6356112   0.          0.          0.01604106  1.3586161   0.45295385
  0.01604106  1.30833221  0.43664252  1.37309688  0.45868071]","[[ 0.68116712 -0.01892336  0.73188337 -0.78445452]
 [ 0.72940331 -0.06862372 -0.68063323 -0.10929471]
 [ 0.06310443  0.99746313 -0.03294146 -0.14423163]
 [ 0.          0.          0.          1.        ]]","[[ 0.60252295 -0.7898531   0.11444728 -0.75309047]
 [-0.79248788 -0.60907981 -0.03138075 -0.13661742]
 [ 0.09449371 -0.07179046 -0.99293357  0.21961995]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme1
5,6,"[ 0.51541754 -1.21472273  2.16388399  1.13122561  0.82289371  1.25999917
 -2.75140466  0.          0.          0.01612871  1.35889222  0.45295589
  0.01612871  1.30836289  0.4366282   1.37325028  0.45865821]","[[ 0.65074109 -0.07035626  0.75603309 -0.81832612]
 [ 0.73964411 -0.16635042 -0.65211512 -0.0385756 ]
 [ 0.1716468   0.98355352 -0.05621246 -0.13389014]
 [ 0.          0.          0.          1.        ]]","[[ 0.73496771 -0.67457206  0.06910138 -0.7536358 ]
 [-0.67748887 -0.72614755  0.11712628 -0.13888569]
 [-0.02883232 -0.13289945 -0.99071007  0.2212241 ]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
5,4,"[ 0.89913188 -1.8675198   1.50770821  1.65840367 -0.48320395 -0.21262239
 -1.33722438  0.          0.          0.01428794  1.28274541  0.83775804
  0.01428794  1.32379474  0.83775804  1.35748096  0.83775804]","[[ 0.52358922 -0.36707423  0.76883733 -0.87295699]
 [ 0.66134412 -0.39379265 -0.63839745 -0.01559255]
 [ 0.53710174  0.84272407  0.0365768  -0.03405948]
 [ 0.          0.          0.          1.        ]]","[[ 0.33048696 -0.44605415 -0.83175361 -0.66395482]
 [ 0.40030634 -0.73183063  0.55152404 -0.18155961]
 [-0.85471235 -0.51522775 -0.06330218  0.03692445]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_dist']",extreme0
5,6,"[  5.89925183e-01  -1.63573937e+00   1.89089553e+00   6.28250354e-01
  -3.25298812e-01   1.29218114e+00  -1.22625993e+00   2.22044605e-16
   2.22044605e-16   1.84954255e-02   1.48713301e+00   4.95490112e-01
   1.84954255e-02   1.39938931e+00   4.66978522e-01   1.25384522e+00
   4.38049690e-01]","[[ 0.9365628   0.04317625  0.34783031 -0.91438723]
 [ 0.34859689 -0.01147478 -0.93720251  0.00492964]
 [-0.03647361  0.99900157 -0.02579796 -0.12887189]
 [ 0.          0.          0.          1.        ]]","[[-0.09119635 -0.95871929 -0.26933351 -0.7899397 ]
 [ 0.00465198 -0.27086773  0.96260534 -0.24903002]
 [-0.99582206  0.08653316  0.02916209  0.07652633]
 [ 0.          0.          0.          1.        ]]",4,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
5,6,"[  4.13042589e-01  -1.25142967e+00   2.06818979e+00   7.38867413e-01
   1.04263251e+00   1.39892722e+00  -2.61670614e+00   2.22044605e-16
   2.22044605e-16   9.11798180e-01   1.54843089e+00   5.16266347e-01
   9.11798180e-01   1.52394855e+00   5.08400094e-01   1.24988755e+00
   4.17512755e-01]","[[ 0.32139296  0.10292305  0.94133597 -1.02448916]
 [ 0.9444106   0.03785519 -0.32658169 -0.13831989]
 [-0.06924724  0.99396873 -0.08503523 -0.12214601]
 [ 0.          0.          0.          1.        ]]","[[ 0.72611818 -0.67911213 -0.1075133  -0.80866763]
 [-0.68499671 -0.72801767 -0.02774485 -0.14812213]
 [-0.05942972  0.09379229 -0.99381644  0.28135482]
 [ 0.          0.          0.          1.        ]]",3,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
5,6,"[  9.03295544e-01  -1.73293674e+00   1.55354838e+00   1.43802177e+00
   4.22319144e-01   2.96912261e-01  -1.83790009e+00   2.22044605e-16
   2.22044605e-16   1.78818332e-02   1.35901494e+00   4.52800449e-01
   1.78818332e-02   1.31140018e+00   4.37517910e-01   1.29900561e+00
   4.34024524e-01]","[[ 0.73575624  0.07912379  0.67260849 -0.91722333]
 [ 0.67705843 -0.06253483 -0.73326753 -0.0412516 ]
 [-0.01595745  0.99490141 -0.09958182 -0.12507109]
 [ 0.          0.          0.          1.        ]]","[[ 0.06861778 -0.73082476 -0.67910734 -0.69299703]
 [-0.04448581 -0.68227609  0.72973992 -0.24038284]
 [-0.9966507  -0.0198625  -0.0793276   0.08456745]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme1
5,4,"[  6.54279329e-01  -1.79578923e+00   1.48034095e+00   1.12168084e+00
   1.22410085e+00  -2.38399592e-01   1.91619167e-01   2.22044605e-16
   2.22044605e-16   1.61287123e-02   1.41880951e+00   8.37758041e-01
   1.61287123e-02   1.49560059e+00   5.71207403e-01   1.40439009e+00
   4.89024894e-01]","[[ 0.38184866  0.0341959   0.92359203 -1.06892908]
 [ 0.8667213  -0.36023645 -0.34499839 -0.0291297 ]
 [ 0.32091398  0.93223406 -0.16719412 -0.11429194]
 [ 0.          0.          0.          1.        ]]","[[ 0.02918496  0.36112695 -0.93205985 -0.79740369]
 [-0.42825653  0.84705831  0.31478337 -0.17866221]
 [ 0.9031858   0.38997377  0.17937634  0.06199416]
 [ 0.          0.          0.          1.        ]]",5,"['palm contact', 'finger_1_prox', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
13,7,"[ 0.94668529 -1.93561225  1.68586911  1.28206705 -1.86655415  0.24986491
  0.5679736   0.          0.          0.01367434  1.49566195  0.50445265
  0.01367434  1.42874971  0.53202953  1.29409687  0.43814786]","[[ 0.95865496 -0.10516855 -0.26442436 -0.86345541]
 [-0.27470501 -0.09945428 -0.95637127 -0.23788652]
 [ 0.07428204  0.98946876 -0.12423267 -0.15486476]
 [ 0.          0.          0.          1.        ]]","[[ 0.00989581 -0.24360352 -0.96982442 -0.67874224]
 [ 0.03526251 -0.96918365  0.24380238 -0.30351267]
 [-0.99932909 -0.03661107 -0.00100078 -0.09045329]
 [ 0.          0.          0.          1.        ]]",5,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme1
13,8,"[ 0.76118318 -1.79293846  1.61165821  1.53227636 -0.18059856 -0.42176565
 -1.47911503  0.          0.          0.01604106  1.98371328  0.83775804
  0.01604106  1.99046279  0.83775804  1.07031975  0.83775804]","[[ 0.20984485 -0.30656161  0.92843154 -0.81152582]
 [ 0.93142444 -0.22610131 -0.28517838 -0.12998086]
 [ 0.29734433  0.92460704  0.23809278 -0.0757453 ]
 [ 0.          0.          0.          1.        ]]","[[ 0.27883066 -0.31551145 -0.90703142 -0.7169559 ]
 [ 0.16298103 -0.91524175  0.36846944 -0.13568246]
 [-0.94640935 -0.25056949 -0.20377508  0.02647609]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_med', 'finger_2_med', 'finger_3_med']",extreme1
13,7,"[  6.84593712e-01  -1.80521031e+00   1.59359581e+00   7.29663528e-01
  -2.66493580e+00  -1.68184388e-01   1.21218388e+00   2.22044605e-16
   2.22044605e-16   9.99278913e-03   1.94837036e+00   6.56042677e-01
   9.99278913e-03   1.79773344e+00   7.21218453e-01   1.35588562e+00
   8.37758041e-01]","[[ 0.67748012 -0.25553799  0.68972532 -0.92929149]
 [ 0.70224688 -0.05421633 -0.70986612 -0.31668219]
 [ 0.21879214  0.96527764  0.14272027 -0.08778341]
 [ 0.          0.          0.          1.        ]]","[[ 0.24594081 -0.2088425  -0.94651885 -0.79511361]
 [ 0.00353616 -0.97631276  0.21633514 -0.31683079]
 [-0.9692784  -0.05655268 -0.23937665 -0.0197098 ]
 [ 0.          0.          0.          1.        ]]",6,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_3_med']",extreme0
13,7,"[  1.00132422e+00  -1.82125602e+00   1.55313787e+00   1.46691174e+00
  -1.92016440e+00  -4.96566977e-02   4.94202786e-02   2.22044605e-16
   2.22044605e-16   1.39373112e-02   1.49510971e+00   5.04284935e-01
   1.39373112e-02   1.38395747e+00   4.69565836e-01   1.29863746e+00
   4.39988641e-01]","[[ 0.89938857 -0.35863308 -0.24996504 -0.83285493]
 [-0.42725579 -0.60018038 -0.67619228 -0.15821309]
 [ 0.09248081  0.71495862 -0.69302343 -0.00745347]
 [ 0.          0.          0.          1.        ]]","[[ 0.28508497 -0.37978743 -0.88005004 -0.66575013]
 [ 0.44183821 -0.76271262  0.47228007 -0.30095841]
 [-0.8505913  -0.52347968 -0.04963331  0.03369562]
 [ 0.          0.          0.          1.        ]]",5,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
13,7,"[  8.46465208e-01  -1.88552031e+00   1.10144117e+00   1.03134642e+00
  -2.27898940e+00  -3.79225354e-01   2.79168064e+00   2.22044605e-16
   2.22044605e-16   1.64512865e+00   1.61948488e+00   7.19496303e-01
   1.64512865e+00   1.63209420e+00   8.37758041e-01   6.97593103e-01
   8.19763424e-01]","[[ 0.93194126 -0.06733868 -0.35630182 -0.89948267]
 [-0.34972697  0.09266643 -0.93225746 -0.28450865]
 [ 0.0957942   0.99341755  0.06280952 -0.00467366]
 [ 0.          0.          0.          1.        ]]","[[-0.39508918  0.08486889 -0.91471406 -0.73531306]
 [-0.9176269   0.01035443  0.39730801 -0.36932293]
 [ 0.04319043  0.99633832  0.07378705  0.08063661]
 [ 0.          0.          0.          1.        ]]",7,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
13,8,"[ 0.37334171 -1.75601433  1.38998336  0.13541642 -2.98240656 -0.96704047
 -2.94292108  0.          0.          0.03821804  0.89283818  0.67720548
  0.03821804  0.77162302  0.83775804  0.88075041  0.28605674]","[[-0.65658643 -0.05559684 -0.75219895 -0.8903206 ]
 [-0.75424341  0.04398496  0.65511999 -0.12431315]
 [-0.00333716  0.99748399 -0.07081348 -0.04945405]
 [ 0.          0.          0.          1.        ]]","[[-0.66740372 -0.01190746 -0.74460089 -0.84157273]
 [-0.743507    0.06713594  0.66534962 -0.22901011]
 [ 0.04206685  0.99767278 -0.05366006  0.03286219]
 [ 0.          0.          0.          1.        ]]",7,"['finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
13,8,"[  3.96899267e-01  -1.54220727e+00   1.39951629e+00   6.48277325e-01
  -1.30522788e+00  -1.49737083e+00  -7.66990394e-01  -2.22044605e-16
  -2.22044605e-16   8.17830900e-01   1.79236451e+00   8.37758041e-01
   8.17830900e-01   1.57318934e+00   8.37758041e-01   1.36036484e+00
   8.37758041e-01]","[[ 0.91371682  0.1232279   0.38721629 -0.92064637]
 [ 0.39059125 -0.00352968 -0.92055745 -0.15939318]
 [-0.11207161  0.99237212 -0.05135686 -0.09187439]
 [ 0.          0.          0.          1.        ]]","[[ 0.83773833  0.49704061 -0.22615287 -0.83773516]
 [ 0.48947598 -0.8670929  -0.09253738 -0.14770309]
 [-0.24209039 -0.03317429 -0.9696864   0.18357085]
 [ 0.          0.          0.          1.        ]]",3,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
13,8,"[  3.73049518e-01  -1.84153715e+00   1.39600416e+00   1.58852233e-01
  -2.98904854e+00  -9.64826473e-01  -2.94148265e+00   2.22044605e-16
   2.22044605e-16   1.46297939e+00   1.66363284e+00   8.37758041e-01
   1.46297939e+00   1.63525420e+00   8.37758041e-01   6.77774071e-01
   8.37758041e-01]","[[ 0.71947772  0.02099934 -0.69419799 -0.93808466]
 [-0.69219722 -0.05992002 -0.71921666 -0.08431157]
 [-0.05669943  0.99798227 -0.02857543 -0.13246286]
 [ 0.          0.          0.          1.        ]]","[[-0.68303386 -0.08445734 -0.72548722 -0.82854635]
 [-0.72964923  0.0342765   0.68296202 -0.21547563]
 [-0.03281399  0.99583738 -0.08503625 -0.0392773 ]
 [ 0.          0.          0.          1.        ]]",6,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
13,7,"[ 0.94690443 -1.93634531  1.68691818  1.28138528 -1.85287484  0.24156244
  0.604859    0.          0.          0.01498918  1.49550855  0.50434425
  0.01498918  1.3831598   0.46969265  1.28167163  0.43488151]","[[ 0.95865496 -0.10516855 -0.26442436 -0.88959885]
 [-0.27470501 -0.09945428 -0.95637127 -0.22869965]
 [ 0.07428204  0.98946876 -0.12423267 -0.14425503]
 [ 0.          0.          0.          1.        ]]","[[ 0.00378711 -0.25060782 -0.96808129 -0.67838207]
 [-0.01476031 -0.96799677  0.2505282  -0.30320227]
 [-0.99988389  0.0133404  -0.00736496 -0.09165882]
 [ 0.          0.          0.          1.        ]]",5,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
