obj,sub,array3,ObjRotation,grasp,type,HandRotation,HandPosition,ObjPosition
obj9,sub10,"[[-0.83820418 -0.15607838  0.14009164]
 [-0.78974033 -0.19435285  0.1195458 ]]",[ 0.01654393  0.36525056 -0.92921314  0.05367738],grasp6,extreme0,[  2.02104515e+00   3.37628954e-01   1.73840231e-03   1.65231645e+00],[-0.84614172 -0.1507384   0.12024059],[-0.79617148 -0.1755818   0.23358599]
obj9,sub12,"[[-0.84223647 -0.09571577  0.01176826]
 [-0.81572401 -0.10673249 -0.01482335]]",[ 0.19614875 -0.89702355  0.17992634  0.3528469 ],grasp8,optimal0,[ 2.11261674  2.14478565  1.92962744  0.01498918],[-0.81751902 -0.12987188 -0.02205434],[-0.77949782 -0.16602428  0.06467538]
obj9,sub12,"[[-0.79026364 -0.09721778  0.01941884]
 [-0.82467236 -0.04317933  0.05058091]]",[ 0.27483222 -0.89981807  0.10048365  0.32357028],grasp8,extreme0,[ 1.96308671  2.07496073  1.81554916  0.01008045],[-0.77607721 -0.07708196 -0.0018448 ],[-0.75930871 -0.12515803  0.09201115]
obj9,sub12,"[[-0.80797806 -0.07992536  0.04709564]
 [-0.83691886 -0.05876184  0.04272928]]",[ 0.37922854 -0.87208876 -0.23596468  0.19991893],grasp8,extreme1,[ 2.03050866  1.74668061  1.81508614  0.0087656 ],[-0.8853701  -0.11586434  0.03497914],[-0.75934862 -0.12459386  0.09172296]
obj9,sub12,"[[-0.95783644 -0.16774643  0.0405914 ]
 [-0.929032   -0.08781909  0.01992016]]",[ 0.36652436 -0.68187852 -0.5333721   0.34090436],grasp9,optimal0,[ 1.14794138  1.32370282  1.42717967  0.37955067],[-0.92572128 -0.11727328  0.01332431],[-0.78007637 -0.15216357  0.09869656]
obj9,sub12,"[[-0.95884772 -0.16816183  0.04028369]
 [-0.93100261 -0.09308854  0.02150928]]",[ 0.3661896  -0.68214059 -0.53316889  0.34105764],grasp9,extreme0,[ 1.14794138  1.32370282  1.42117967  0.37955067],[-0.92627178 -0.10682758  0.00891657],[-0.78009232 -0.15221206  0.09862529]
obj9,sub12,"[[-0.92697553 -0.17922135  0.06868656]
 [-0.85443644 -0.25512567  0.05719609]]",[ 0.47092488  0.62826407 -0.47389657 -0.39866786],grasp9,optimal1,[ 1.72144198  1.58713871  1.78327011  0.64996957],[-0.89363775 -0.21354094  0.07166565],[-0.7913167  -0.18278451  0.10571307]
obj9,sub12,"[[-0.8540322  -0.24371664  0.08576027]
 [-0.8880426  -0.15666322  0.04015324]]",[ 0.48495127  0.62624452 -0.50606749 -0.34137335],grasp9,optimal2,[ 1.56630804  1.85026843  1.80068573  0.65145973],[-0.88359243 -0.2311499   0.06754081],[-0.790096   -0.1867279   0.10168345]
obj9,sub12,"[[-0.86467179 -0.19040277  0.07023086]
 [-0.88130854 -0.16520487  0.03932031]]",[ 0.45902004  0.64594622 -0.50790778 -0.3377629 ],grasp9,extreme1,[ 1.83435216  1.88026843  1.81268573  0.65145973],[-0.87640427 -0.24035902  0.06262318],[-0.78916673 -0.18600251  0.09843984]
obj9,sub12,"[[-0.87671665 -0.14500013  0.05350522]
 [-0.88401169 -0.15411062  0.05158347]]",[ 0.41481254  0.69602646 -0.4438188  -0.38275657],grasp9,extreme2,[ 1.90167269  1.83045488  1.87449346  0.63138649],[-0.8899108  -0.19367988  0.06153446],[-0.78902879 -0.18523397  0.09769235]
obj9,sub12,"[[-0.95693818 -0.18600815  0.09951913]
 [-0.97087416 -0.21339621  0.07188455]]",[-0.34358207  0.56265917  0.45196085 -0.60091381],grasp10,optimal0,[ 1.49624617  1.53469333  1.16644719  0.65855987],[-0.97541252 -0.17842744  0.03843197],[-0.79379988 -0.17956305  0.11731847]
