obj,sub,array3,ObjRotation,grasp,type,HandRotation,HandPosition,ObjPosition
obj19,sub11,"[[-0.80618688 -0.13691703  0.06653994]
 [-0.87094259 -0.12072681  0.01381846]]",[ 0.61009926 -0.39124581 -0.68854383 -0.02475902],grasp8,extreme1,[ 1.55595608  1.54392994  1.54510048  0.01709293],[-0.85051696 -0.14133048 -0.02061771],[-0.73723876 -0.17452483  0.07973981]
obj19,sub11,"[[-0.80345288 -0.12353829  0.01817828]
 [-0.86545858 -0.10463682 -0.03627518]]",[ 0.64939715 -0.2902029  -0.69172061 -0.12485275],grasp9,optimal0,[ 1.55262834  0.00672602  1.59356767  0.01349903],[-0.83735618 -0.11700822 -0.06710131],[-0.73507203 -0.16615155  0.01169828]
obj19,sub11,"[[-0.80214138 -0.11621288  0.17807572]
 [-0.81264367 -0.15998239  0.0892454 ]]",[-0.1326279   0.36890105  0.91424432 -0.10236781],grasp10,optimal0,[ 1.3471065   1.37706233  1.23124556  1.16021541],[-0.85854245 -0.11703164  0.02595631],[-0.77418781 -0.10965817  0.25203391]
obj19,sub11,"[[-0.82571958 -0.16742632 -0.06425381]
 [-0.82504035 -0.1331612  -0.06840007]]",[-0.06328055  0.69356345  0.69788501 -0.16709822],grasp11,optimal0,[  1.62078424e+00   1.66401653e+00   8.89048467e-04   1.54809341e+00],[-0.80223586 -0.14652192 -0.04156645],[-0.78342879 -0.12520497  0.073301  ]
obj19,sub11,"[[-0.79516073 -0.12251204  0.03293878]
 [-0.8570183  -0.16385923  0.01189275]]",[-0.12602894  0.54071361  0.80788957 -0.1976359 ],grasp11,extreme0,[ 1.78596776  1.63636686  0.098039    1.54704154],[-0.88083099 -0.15088705  0.04754357],[-0.79058213 -0.13148025  0.13320703]
obj19,sub11,"[[-0.89234997 -0.20068618  0.16647167]
 [-0.91366165 -0.18320533  0.12476761]]",[ 0.61829918 -0.57111889 -0.40516262  0.35689298],grasp12,optimal0,[ 1.49079406  1.64536135  1.58673325  3.13528142],[-0.92848734 -0.19123438  0.1544282 ],[-0.81037686 -0.21140611  0.17044659]
obj19,sub11,"[[-0.87322476 -0.1676535   0.11454888]
 [-0.88179556 -0.18777949  0.04450735]]",[ 0.50433271 -0.66585831 -0.44322686  0.32531705],grasp12,extreme0,[ 0.84920589  1.61452919  1.51900583  3.14159265],[-0.92021647 -0.19586241  0.03678828],[-0.80083089 -0.18780132  0.14223158]
obj19,sub11,"[[-0.86926942 -0.14914628  0.13086069]
 [-0.9363472  -0.16460177  0.07991995]]",[ 0.51588322 -0.64884502 -0.46617984  0.30909708],grasp12,extreme1,[ 1.51440917  1.54534074  1.5355233   3.14159265],[-0.92554735 -0.18833417  0.09781819],[-0.80101277 -0.18756592  0.14656298]
obj19,sub11,"[[-0.92561563 -0.24554012  0.07103782]
 [-0.94868243 -0.24921949  0.0575842 ]]",[ 0.48663423 -0.66920719 -0.45483915  0.32934815],grasp13,optimal0,[ 0.74042296  0.00703064  0.46193415  2.19411846],[-0.92474825 -0.17346132  0.05390042],[-0.80126005 -0.18973164  0.14479107]
obj19,sub11,"[[-0.85935133 -0.12086804  0.16566547]
 [-0.9430526  -0.15544024  0.12408779]]",[ 0.47085813 -0.69007363 -0.40002206  0.3769262 ],grasp14,optimal0,[ 1.45434365  1.62739123  1.44776838  3.14159265],[-0.91165984 -0.14737451  0.15100711],[-0.80301114 -0.18726475  0.18191436]
obj19,sub9,"[[-0.84473761 -0.40091429  0.22815388]
 [-0.91094265 -0.40395322  0.17859307]]",[ 0.00481135  0.78668429  0.30652366 -0.53586185],grasp1,optimal0,[ 1.46451117  1.32699041  1.31986175  0.01060638],[-0.88198742 -0.3903582   0.14828978],[-0.76974483 -0.35360511  0.22653879]
obj19,sub9,"[[-0.82816531 -0.44987233  0.26928979]
 [-0.86017136 -0.41190809  0.28001817]]",[ 0.13429179  0.61031401 -0.14485504 -0.76713724],grasp1,extreme0,[ 1.57894563  1.5541318   1.54563809  0.01428794],[-0.85028218 -0.42265499  0.33104515],[-0.75069619 -0.45980416  0.25462862]
obj19,sub9,"[[-0.89891875 -0.36550354  0.40135428]
 [-0.90017343 -0.35461239  0.36785781]]",[ 0.1012079  -0.7122251  -0.06186513  0.69185625],grasp1,extreme1,[ 1.5992497   1.54735572  1.52368268  0.01796949],[-0.8709201  -0.34950873  0.29904624],[-0.75485665 -0.38231426  0.38547568]
obj19,sub9,"[[-0.80749362 -0.24321894 -0.06815108]
 [-0.76180624 -0.24555308  0.0167574 ]]",[ 0.00918526 -0.99901405 -0.02079985  0.03813045],grasp2,optimal0,[ 1.14967845  1.11065189  1.31656988  0.12534814],[-0.79228641 -0.26522602 -0.14140164],[-0.77206716 -0.28622355  0.10048892]
obj19,sub9,"[[-0.81175762 -0.34224426  0.40169233]
 [-0.81034695 -0.32441871  0.35717909]]",[ 0.3435912  -0.69889028 -0.55149953  0.29890756],grasp3,optimal0,[ 0.01655916  0.01473144  1.58409344  0.01691762],[-0.82964235 -0.27527604  0.37660481],[-0.7484422  -0.32523009  0.45425408]
obj19,sub9,"[[-0.8760564  -0.41968334  0.01696494]
 [-0.9029748  -0.43082824  0.00462386]]",[ 0.02944276  0.57882118  0.81057932 -0.08402576],grasp4,optimal0,[ 0.01584026  0.01449993  2.14813665  0.01349903],[-0.89485735 -0.4162785  -0.03061851],[-0.78351617 -0.35563554  0.08160967]
obj19,sub9,,[ 0.46703573  0.34352178 -0.36931193 -0.72627758],grasp4,extreme0,[ 0.01627891  0.01457304  2.14825088  0.0333093 ],[-0.99275831 -0.29736178 -0.09819896],[-0.75879615 -0.38948449  0.29407184]
obj19,sub9,"[[-0.74716026 -0.56846379  0.34117808]
 [-0.73040794 -0.57595493  0.40241105]]",[ 0.32847512 -0.17080663 -0.64482438  0.66867834],grasp5,optimal0,[ 0.01074813  0.02558884  1.31273901  0.05592456],[-0.76272454 -0.58315346  0.42161143],[-0.71109098 -0.48876798  0.29223941]
obj19,sub9,"[[-0.83511046 -0.42577444  0.17762765]
 [-0.70771279 -0.49669222  0.28255558]]",[ 0.71701627 -0.07434277 -0.31461885  0.61755632],grasp5,extreme0,[ 0.16213538  0.92919386  1.15379979  0.09440556],[-0.79416246 -0.45377016  0.25117159],[-0.75107032 -0.40646725  0.13031331]
obj19,sub9,"[[-0.78221137 -0.2673654  -0.02799791]
 [-0.77783588 -0.28181999 -0.04175031]]",[ 0.07067735 -0.00769275 -0.7338454   0.67558602],grasp6,optimal0,[ 1.25413183  1.19694009  1.37012311  2.47304   ],[-0.84178412 -0.29993157 -0.00670688],[-0.8282713  -0.17724747  0.00876878]
obj19,sub9,"[[-0.83243506 -0.25191886  0.01547479]
 [-0.81808505 -0.29198821 -0.0083832 ]]",[-0.03649644  0.06081365  0.6602432  -0.74769555],grasp6,extreme0,[ 1.57815368  1.59017706  1.47192121  2.93305892],[-0.83204314 -0.28743071  0.01913104],[-0.82795036 -0.1719848   0.01647724]
obj19,sub9,"[[-0.77775173 -0.29444219 -0.06500978]
 [-0.76580921 -0.30423153 -0.11126646]]",[-0.02942682  0.2046132  -0.83465368  0.51051027],grasp6,extreme1,[ 1.54532559  1.55430787  1.52054106  3.12721706],[-0.76018727 -0.32253503 -0.0841843 ],[-0.79986085 -0.23155306 -0.02163286]
obj19,sub9,"[[-0.69826719 -0.42232105  0.13140195]
 [-0.64074    -0.41562864  0.1309343 ]]",[ 0.45650107  0.88526528 -0.00520077  0.08879816],grasp7,optimal0,[ 1.51932052  1.41614321  1.6305855   0.01928433],[-0.69971094 -0.40611609  0.16292012],[-0.69715641 -0.31001585  0.23261848]
obj19,sub9,"[[-0.82660717 -0.33132748 -0.07640022]
 [-0.85763211 -0.35654837 -0.10392298]]",[ 0.75749717  0.61001741 -0.15990954 -0.16883643],grasp7,extreme0,[ 1.57906414  1.48757272  1.59801347  0.03497476],[-0.89335546 -0.33309711 -0.07557236],[-0.79045528 -0.26021483 -0.08132242]
obj19,sub9,"[[-0.85416056 -0.24525626 -0.01791958]
 [-0.90471234 -0.28470793  0.0115863 ]]",[ 0.7151186   0.47856913 -0.03823545 -0.50805021],grasp7,extreme1,[ 1.55156145  1.66921241  1.51583107  0.04356505],[-0.83179809 -0.33554869 -0.03385057],[-0.80765376 -0.20217851 -0.06662883]
obj19,sub9,"[[-0.95043642 -0.26075222  0.25483612]
 [-0.90404227 -0.27701335  0.26090992]]",[ 0.70876568  0.54819303 -0.26083479 -0.35930603],grasp8,optimal0,[ 1.01425156  1.16964294  0.04092878  0.07661138],[-0.93796856 -0.27878352  0.18838278],[-0.83602321 -0.20333907  0.28544045]
obj1,sub7,"[[-0.80559882 -0.11908492  0.06111735]
 [-0.76720765 -0.14862208  0.04145087]]",[ 0.14379658 -0.92575456  0.0523166   0.34578029],grasp1,optimal0,[ 1.49700162  1.42067596  1.56303112  0.01060638],[-0.85340394 -0.13120285  0.04911301],[-0.67780069 -0.17561233  0.1603619 ]
obj1,sub7,"[[-0.77660773 -0.13107636  0.10404457]
 [-0.7762101  -0.14220246  0.08881008]]",[ 0.16762022 -0.92469266 -0.007777    0.34174036],grasp1,extreme0,[ 2.00530324  1.55808409  1.58898477  0.0101681 ],[-0.86659698 -0.16264033  0.07894388],[-0.68184856 -0.17678976  0.16530576]
obj1,sub7,"[[-0.67425833 -0.19644748  0.070606  ]
 [-0.61473912 -0.20576465  0.0441996 ]]",[ 0.10568778 -0.97864617  0.08988972  0.15166282],grasp2,optimal0,[ 1.19684609  1.16325968  0.81250585  0.34326107],[-0.66444621 -0.25430528  0.06150192],[-0.60699427 -0.27373288  0.21659512]
obj1,sub7,"[[-0.64510285 -0.28832413  0.1393098 ]
 [-0.68552683 -0.17943395  0.09109729]]",[ 0.12749911 -0.97727141  0.05832143  0.15900688],grasp2,extreme0,[ 1.10394352  1.1604521   0.74328428  0.35071184],[-0.66948485 -0.23511962  0.09439271],[-0.60758168 -0.26932737  0.23042817]
obj1,sub7,"[[-0.66391943 -0.17678199  0.09021775]
 [-0.68135704 -0.29895388  0.06523788]]",[ 0.09372165 -0.97441914  0.15654207  0.13121804],grasp2,extreme1,[ 1.11598007  1.20842773  0.77023554  0.34133264],[-0.67343764 -0.23736014  0.06491546],[-0.60882999 -0.26387151  0.24188063]
obj1,sub7,"[[-0.79798511 -0.30457607  0.08258675]
 [-0.8679403  -0.19789866  0.09866679]]",[ 0.10554799 -0.82508907  0.04419997  0.55329379],grasp3,optimal0,[ 1.04273518  1.06014171  0.79797324  0.33300532],[-0.86516951 -0.2507487   0.0643862 ],[-0.70429308 -0.27970993  0.10960366]
obj1,sub7,"[[-0.80096096 -0.30331386  0.14401138]
 [-0.88707723 -0.24319266  0.13039761]]",[ 0.09915509 -0.81666657 -0.04785205  0.56651052],grasp3,extreme0,[ 1.081723    1.11999549  0.75004635  0.33370656],[-0.86986532 -0.29473268  0.15583931],[-0.71319701 -0.29479872  0.13509016]
obj1,sub7,"[[-0.79861361 -0.3155966   0.12689475]
 [-0.88683998 -0.26204487  0.10824826]]",[ 0.14323882 -0.81793322 -0.14368667  0.53835121],grasp3,extreme1,[ 1.12961333  1.04201986  0.77999761  0.33870296],[-0.8671078  -0.33386712  0.15121821],[-0.71189737 -0.29735243  0.12595494]
obj1,sub7,"[[-0.7156928  -0.18147141  0.09872414]
 [-0.6800162  -0.17807718  0.05822094]]",[ 0.08892849 -0.92686065  0.01043574  0.36457119],grasp4,optimal0,[ 1.6067746   1.5881562   1.3790892   0.01139529],[-0.77215037 -0.20045819  0.08492795],[-0.58757642 -0.198461    0.19249304]
obj1,sub7,"[[-0.69740712 -0.20530267  0.05685878]
 [-0.69643568 -0.2038427  -0.00707259]]",[ 0.05249538 -0.69598571  0.15347116  0.69949605],grasp5,optimal0,[ 2.02855186  1.96845637  1.59758115  0.01139529],[-0.77952035 -0.19657237  0.04673013],[-0.57695866 -0.23190095  0.02404761]
obj1,sub7,"[[-0.70296874 -0.22614434  0.07234845]
 [-0.70168076 -0.22575738  0.02179403]]",[ 0.05816456 -0.74051411  0.12928666  0.65691757],grasp5,extreme0,[ 2.03665476  1.96918746  1.597604    0.01306075],[-0.79194717 -0.22264107  0.06762298],[-0.58410095 -0.24161745  0.0638671 ]
obj1,sub8,"[[-0.77600981 -0.12341044 -0.03007812]
 [-0.87608664 -0.12060172 -0.11191807]]",[ 0.64842869 -0.18707271 -0.70839708 -0.20668239],grasp6,optimal0,[ 0.9908447   1.03962353  0.97782027  0.01919667],[-0.81269599 -0.08347264  0.05166267],[-0.70511006 -0.16298434 -0.06575174]
obj1,sub8,"[[-0.80032919 -0.16382305  0.08788432]
 [-0.90535372 -0.11470537  0.03038392]]",[ 0.20414075 -0.91824427 -0.33820492  0.02777491],grasp7,optimal0,[ 1.06760499  1.12506796  0.97346829  0.94239014],[-0.82862492 -0.10944592  0.05900302],[-0.80650384 -0.16306462  0.18633924]
obj1,sub8,"[[-0.72373819 -0.21032538  0.10508807]
 [-0.72311768 -0.21799201  0.04193425]]",[ 0.42583835 -0.70908758 -0.48209663 -0.28885868],grasp8,optimal0,[ 2.3626594   2.31331091  2.37489295  0.01192122],[-0.76355473 -0.1287619   0.07590578],[-0.73214592 -0.29339062  0.116282  ]
obj1,sub8,"[[-0.80179915 -0.13080843 -0.05173735]
 [-0.84160567 -0.14228629 -0.08527479]]",[ 0.35507021 -0.21235945 -0.83803114 -0.35571396],grasp9,optimal0,[ 1.04169815  1.0186291   1.01459488  0.01367434],[-0.91737436 -0.05055343  0.05260741],[-0.7825951  -0.18080218  0.01433702]
obj1,sub8,"[[-0.80736331 -0.12909768 -0.04469288]
 [-0.87074866 -0.09520631 -0.11866911]]",[ 0.35428109 -0.21680348 -0.84002512 -0.34905437],grasp9,optimal1,[ 1.02550139  1.06893512  1.00804384  0.01832011],[-0.91189784 -0.04916324  0.04994676],[-0.78254615 -0.18127866  0.0133945 ]
obj1,sub8,"[[-0.79096788 -0.15132374 -0.01230169]
 [-0.83372903 -0.16047779 -0.05218546]]",[ 0.26661404 -0.27755326 -0.86871498 -0.31179388],grasp9,extreme0,[ 1.01029121  0.99298319  1.02119095  0.01981027],[-0.89420671 -0.0650255   0.03293299],[-0.77910417 -0.19540955  0.055732  ]
obj1,sub8,"[[-0.77717264 -0.18904787  0.05708589]
 [-0.75833014 -0.16961982  0.05235546]]",[ 0.27835853 -0.50876262 -0.75429185 -0.30776764],grasp10,optimal0,[ 2.37455178  2.37513665  1.81557353  0.01420028],[-0.81835818 -0.14006374  0.04098793],[-0.72614208 -0.22166525  0.14468665]
obj1,sub8,"[[-0.75415326 -0.13332682  0.09613721]
 [-0.77486621 -0.15487716  0.04562896]]",[ 0.43717716 -0.62600766 -0.60010687 -0.23845812],grasp10,extreme0,[ 2.37435682  2.3751001   1.81539076  0.01472622],[-0.81651067 -0.05806159  0.08303601],[-0.73408604 -0.21296508  0.11013404]
obj22,sub14,"[[-0.94451579 -0.13064944  0.28312041]
 [-1.03691845 -0.17164362  0.29727263]]",[-0.44595774  0.46342683  0.57006986 -0.51125104],grasp1,optimal0,[ 1.27162638  1.26478518  1.23298272  0.02103745],[-1.00211814 -0.14346133  0.27598073],[-0.8668302  -0.11596651  0.28946769]
obj22,sub14,"[[-1.03321934 -0.06543011  0.35304412]
 [-1.00754934 -0.00226531  0.38392339]]",[ 0.51614819 -0.40235555 -0.54072745  0.52850249],grasp1,extreme0,[ 1.54961022  1.77253839  1.01836275  0.0079767 ],[-1.03128792 -0.02009995  0.34953791],[-0.86993534 -0.01463305  0.34652128]
obj22,sub14,"[[-0.95363695 -0.04716558  0.32347079]
 [-0.96940515 -0.0857326   0.3574082 ]]",[ 0.49384441 -0.32096478 -0.58875411  0.55359544],grasp2,optimal0,[ 2.12832352  1.39025474  1.09108397  0.00999279],[-1.00823487 -0.07289382  0.33763703],[-0.87868771 -0.01791322  0.33938383]
obj22,sub14,"[[-0.94772077 -0.04278654  0.29285178]
 [-0.96731643 -0.07838787  0.34560351]]",[-0.29920333  0.36684477  0.58005336 -0.662903  ],grasp3,optimal0,[ 1.90189217  1.32346332  1.07945827  0.46948578],[-0.98945591 -0.0894448   0.30748894],[-0.88494594  0.00662858  0.30528949]
obj22,sub14,"[[-0.92951378 -0.04953521  0.33569376]
 [-0.9506449  -0.08915456  0.36393237]]",[ 0.39001238 -0.27161692 -0.60501479  0.6388049 ],grasp4,optimal0,[ 1.50273298  1.42599442  1.03646463  0.50481116],[-0.990411   -0.0607309   0.32196635],[-0.88413402  0.01713452  0.3071988 ]
obj22,sub14,"[[-0.93773973 -0.01832265  0.35769881]
 [-0.99245249 -0.10536977  0.39003332]]",[ 0.32209264 -0.33322548 -0.5546894   0.69104036],grasp5,optimal0,[ 1.21258743  1.185717    1.2520697   0.46895984],[-0.98922537 -0.05211561  0.35397055],[-0.87476939  0.02448899  0.33339375]
obj22,sub14,"[[-1.00427017 -0.00642929  0.21385922]
 [-1.00351316  0.0290087   0.21947959]]",[ 0.47993774 -0.50695874 -0.41054347  0.58660605],grasp6,optimal0,[ 2.11361556  1.9037474   1.99456842  2.62389605],[-1.03959883  0.04027198  0.19602373],[-0.91016281 -0.00646196  0.25160632]
obj22,sub14,"[[-0.98836586 -0.0361798   0.26277841]
 [-1.04394285 -0.02458982  0.23797765]]",[ 0.53102309 -0.4727038  -0.4915967   0.50288993],grasp7,optimal0,[ 1.8229455   1.8164201   1.80888318  3.0350029 ],[-1.01039793 -0.005726    0.28950122],[-0.91215803 -0.00262082  0.23741057]
obj22,sub14,"[[-0.9850033  -0.04358901  0.2787726 ]
 [-1.03841032  0.00535288  0.31896373]]",[ 0.54891266  0.46874316 -0.41962398 -0.55035485],grasp7,extreme0,[ 1.7449455   1.7834201   1.74288318  3.04324257],[-1.01397284 -0.01220632  0.26217223],[-0.90532714 -0.01210907  0.28623242]
obj22,sub14,"[[-0.97425099 -0.06537997  0.20361864]
 [-0.98046485 -0.08727111  0.16164952]]",[-0.37730431  0.39725799  0.72288911 -0.42102123],grasp8,optimal0,[ 2.09983077  0.00707938  0.00509325  3.01922481],[-1.02385404 -0.08264386  0.17430852],[-0.90487213 -0.03017215  0.22332874]
obj22,sub14,"[[-0.98426448 -0.02178695  0.24239149]
 [-1.05489353 -0.0988235   0.25235611]]",[ 0.4228307  -0.39581387 -0.54967567  0.60199853],grasp9,optimal0,[ 1.25278309  1.26082468  2.10142041  1.42616385],[-1.04042608 -0.04183076  0.24470892],[-0.91024902  0.00440219  0.23011876]
obj22,sub14,"[[-0.83890444 -0.17059721  0.24500949]
 [-0.83232803 -0.20503337  0.27329067]]",[ 0.17287765  0.07603913 -0.77907584  0.59780616],grasp10,optimal0,[ 2.13718848  1.4779534   1.04669729  0.00990513],[-0.8457416  -0.23078275  0.23831397],[-0.84750785 -0.09915751  0.29378788]
obj22,sub14,"[[-0.84579282 -0.34853423  0.37715063]
 [-0.89534775 -0.32959513  0.39098921]]",[ 0.28314458  0.0660204  -0.72119348  0.62876897],grasp10,extreme0,[ 1.10926023  1.23506896  1.29134598  0.03120555],[-0.89453256 -0.36425394  0.36149082],[-0.8341191  -0.16349147  0.36586268]
obj22,sub14,"[[-0.95284027 -0.19484103  0.25790165]
 [-0.99813585 -0.21907587  0.25960654]]",[-0.11462654  0.62626018  0.51329255 -0.57549084],grasp11,optimal0,[ 1.7661312   1.73241891  1.7936471   0.01086935],[-0.96330073 -0.23095693  0.20577964],[-0.88172037 -0.16032955  0.27071376]
obj2,sub4,"[[-0.86167914 -0.1086051  -0.07198825]
 [-0.85793501 -0.1243351  -0.01658644]]",[ 0.71481349  0.09909888 -0.67858071 -0.13692813],grasp6,optimal0,[ 1.20378349  1.23605638  1.15344037  0.0195473 ],[-0.81107817 -0.10499343  0.03256752],[-0.68488111 -0.09649131 -0.04559919]
obj2,sub4,"[[-0.86957577 -0.12626319 -0.12561005]
 [-0.86712574 -0.07008843 -0.08243348]]",[ 0.68673498  0.06105619 -0.7116387  -0.13504658],grasp6,extreme0,[ 1.2130058   1.23191304  1.15203802  0.01665465],[-0.82049577 -0.13432675  0.02165751],[-0.69397386 -0.12453643 -0.087233  ]
obj2,sub4,"[[-0.77818017 -0.12366566  0.00769957]
 [-0.83166168 -0.14816598  0.00578009]]",[ 0.7089332   0.08876248 -0.68523721 -0.141368  ],grasp6,extreme1,[ 1.5688479   1.52512962  1.45014225  0.0159534 ],[-0.82572638 -0.10717865  0.04397621],[-0.69837082 -0.12490858  0.04570475]
obj2,sub4,"[[-0.80421809 -0.14773123 -0.12412207]
 [-0.85472281 -0.14861245 -0.11565419]]",[ 0.69841624  0.14175726 -0.67890898 -0.17664155],grasp6,optimal1,[ 1.23223711  1.22667344  1.24770983  0.02401776],[-0.82518712 -0.13607116  0.0246377 ],[-0.6967759  -0.11621372 -0.07513676]
obj2,sub4,"[[-0.79394897 -0.12311957  0.1677783 ]
 [-0.79591802 -0.14621542  0.11559362]]",[-0.03872539  0.62189267  0.7774285  -0.08575996],grasp7,optimal0,[ 1.83360671  1.25818018  1.28307667  0.02910181],[-0.84324059 -0.13173976  0.03593757],[-0.79104665 -0.12348108  0.24778902]
obj2,sub4,"[[-0.82743951 -0.11626548  0.09113755]
 [-0.84308695 -0.05077385  0.04292664]]",[ 0.42773436 -0.34415232 -0.61685069 -0.56400154],grasp8,optimal0,[ 1.49032456  1.25425353  1.74455449  0.01411262],[-0.80943669 -0.05866667 -0.00288491],[-0.80917334 -0.19353822  0.07474765]
obj3,sub7,"[[-0.79665518 -0.13607965 -0.06425986]
 [-0.84573003 -0.08051711  0.00324938]]",[ 0.20344569 -0.66616396  0.20667674  0.68711001],grasp7,optimal0,[ 1.44985715  1.49871477  1.4804654   0.01227185],[-0.82885962 -0.11396563 -0.02678834],[-0.73157594 -0.18150353 -0.02630202]
obj3,sub7,"[[-0.84731671 -0.08633189  0.00146267]
 [-0.84765204 -0.08228065 -0.04978138]]",[ 0.20644216 -0.66691221  0.2035832   0.68641359],grasp7,extreme0,[ 1.50385715  1.47018285  1.48945321  0.0115706 ],[-0.82796543 -0.11850606  0.00767497],[-0.73173767 -0.18184483 -0.02609557]
obj3,sub7,"[[ -7.95931857e-01  -1.37854581e-01   6.62511891e-03]
 [ -8.47372831e-01  -8.68766194e-02   3.91274475e-04]]",[ 0.20548272 -0.66692011  0.20488073  0.68630773],grasp7,extreme1,[ 1.5128206   1.47018285  1.48645321  0.01200888],[-0.82976579 -0.11689905 -0.03629847],[-0.73152115 -0.1815447  -0.02695417]
obj3,sub7,"[[-0.83392874 -0.04103261 -0.04919267]
 [-0.82401133 -0.04378951 -0.09175327]]",[ 0.1659679  -0.80420565  0.20343871  0.53321724],grasp8,optimal0,[ 0.9646081   0.93735779  1.36827327  0.02357948],[-0.84862882 -0.07213798 -0.08056502],[-0.72305033 -0.17929941 -0.00363464]
obj3,sub7,"[[-0.82659308 -0.03866785 -0.02742108]
 [-0.82384324 -0.04479043 -0.08070823]]",[ 0.16661843 -0.80500518  0.19503395  0.53494553],grasp8,extreme0,[ 0.84454718  0.88935779  1.44312706  0.02322885],[-0.8449842  -0.07211599 -0.03186867],[-0.72653365 -0.18348882  0.0024039 ]
obj3,sub7,"[[-0.85670763 -0.04840096  0.08944098]
 [-0.85873767 -0.05325075  0.04034915]]",[ 0.14238484 -0.76567215  0.2055805   0.59262921],grasp8,extreme1,[ 0.90152281  0.91645527  1.40715143  0.0151645 ],[-0.87898412 -0.08223747  0.05918273],[-0.74422695 -0.18778478  0.11010809]
obj3,sub7,"[[-0.73948619 -0.16383187 -0.0827473 ]
 [-0.68939301 -0.15355984 -0.09246681]]",[ 0.08673552  0.9954611   0.01824789 -0.03465781],grasp9,optimal0,[ 1.27288853  1.17719613  1.25768318  0.26524719],[-0.7099699  -0.18480325 -0.05631393],[-0.70414418 -0.15711838  0.09160274]
obj3,sub7,"[[-0.74351861 -0.16154646 -0.04131375]
 [-0.69720515 -0.1551546  -0.04928821]]",[ 0.08925915  0.99506118  0.01472416 -0.04085636],grasp9,extreme0,[ 1.28190071  1.22819613  1.12772573  0.26568547],[-0.71672861 -0.18712741 -0.06554505],[-0.70669208 -0.15338844  0.13311453]
obj3,sub7,"[[-0.70618588 -0.2092315   0.05669717]
 [-0.75427336 -0.16799676 -0.0355654 ]]",[ 0.04278826  0.98579634  0.15889191 -0.03358715],grasp9,extreme1,[ 1.28162046  1.21918394  1.13970137  0.26366938],[-0.71958264 -0.17997613 -0.00610442],[-0.71608383 -0.16717237  0.13661862]
obj3,sub7,"[[-0.83339646 -0.1741148  -0.00940576]
 [-0.8037467  -0.13138274 -0.00374493]]",[ 0.59683085 -0.65131994 -0.37685683  0.27848555],grasp10,optimal0,[ 1.41468015  1.40956804  0.5053606   0.00929154],[-0.80363858 -0.15939913 -0.06513275],[-0.68491089 -0.25112946  0.00643468]
obj3,sub7,"[[-0.84684498 -0.15826282  0.03871787]
 [-0.85232376 -0.14040047  0.03666923]]",[ 0.19938878 -0.73300732  0.11379181  0.64030915],grasp11,optimal0,[ 1.17803175  1.47912865  1.41062768  0.12675064],[-0.88700224 -0.17475088 -0.00803339],[ -7.78696429e-01  -2.31363581e-01  -2.79289526e-05]
obj3,sub7,"[[-0.85442719 -0.14542059  0.04243403]
 [-0.91111747 -0.14784126 -0.03109814]]",[ 0.23034175 -0.73140047  0.08424436  0.63631667],grasp11,extreme0,[ 1.25622324  1.46407991  1.29963986  0.12631236],[-0.88850286 -0.17252182  0.01676411],[ -7.78504924e-01  -2.30409940e-01   6.56368009e-04]
obj3,sub7,"[[-0.84293157 -0.10011025 -0.06238119]
 [-0.83395207 -0.09365371 -0.11878619]]",[ 0.28397076 -0.70930741  0.12648736  0.63264884],grasp12,optimal0,[ 1.29742973  1.33143037  1.01910685  0.01472622],[-0.84999561 -0.13292087 -0.08981423],[-0.70655575 -0.20847419 -0.08808612]
obj3,sub7,"[[-0.9028005  -0.16541331  0.21013602]
 [-0.90008669 -0.15450633  0.16766372]]",[ 0.29655033 -0.64837433  0.03900983  0.7001049 ],grasp12,extreme0,[ 1.30627133  1.35250348  1.00105811  0.01332372],[-0.907018   -0.19132661  0.16501561],[-0.75692923 -0.24811847  0.15271822]
obj3,sub7,"[[-0.8961121  -0.15581263  0.22442926]
 [-0.9009364  -0.14065319  0.18309475]]",[ 0.28665847 -0.60508288  0.06606932  0.73982192],grasp12,extreme1,[ 1.32423477  1.32250348  0.98264382  0.01393731],[-0.91932756 -0.18635562  0.22185907],[-0.75917771 -0.24011987  0.15723633]
obj4,sub4,"[[-0.84107106 -0.18008245  0.1425361 ]
 [-0.85444807 -0.16102856  0.14354842]]",[ 0.4387539  -0.66216216 -0.09469295  0.60005794],grasp9,optimal0,[ 2.37661101  2.37592866  2.37545346  0.01349903],[-0.85147881 -0.16804325  0.13863304],[-0.76445625 -0.19165581  0.10538487]
obj4,sub4,"[[-0.90235504 -0.08883587  0.04446026]
 [-0.92795919 -0.16114157 -0.01100506]]",[ 0.27471652 -0.72974309  0.006589    0.62606904],grasp10,optimal0,[ 1.16311296  0.92280455  1.0809081   0.01490153],[-0.87234689 -0.11428413 -0.03656267],[-0.75531393 -0.18051014  0.0102538 ]
obj4,sub4,"[[-0.84407397 -0.14932055  0.05314051]
 [-0.84690425 -0.14640225  0.05428974]]",[ 0.41554428 -0.71032605 -0.20561622  0.52960535],grasp11,optimal0,[ 1.64199341  1.3020067   1.35146747  0.23859975],[-0.87824158 -0.10119418 -0.0279252 ],[-0.75947431 -0.18860211  0.0106296 ]
